gta06_hhld,age,population,income
5139,47,44,3
5139,55,23,3
5139,57,19,3
5139,63,27,3
5139,64,27,3
5139,66,42,3
5139,68,29,3
5139,69,12,3
5139,72,26,3
5139,74,15,3
5139,75,12,3
5139,77,23,3
5139,79,15,3
5139,80,21,3
5139,82,16,3
5139,83,16,3
5139,85,21,3
5139,91,23,3
5140,29,53,3
5140,32,53,3
5140,33,53,3
5140,57,21,3
5140,60,21,3
5140,66,25,3
5140,67,25,3
5140,68,21,3
5140,70,20,3
5140,74,21,3
5140,76,30,3
5140,79,53,3
5140,86,19,3
5143,1,79,3
5143,28,157,3
5143,60,26,3
5143,67,22,3
5143,70,19,3
5143,71,19,3
5143,83,22,3
5143,88,21,3
5143,89,21,3
5144,24,106,3
5144,25,106,3
5144,32,67,3
5144,35,33,3
5144,36,33,3
5144,37,67,3
5144,44,38,3
5144,45,38,3
5144,51,41,3
5144,52,46,3
5144,54,46,3
5144,58,32,3
5144,61,25,3
5144,63,32,3
5144,66,25,3
5144,67,29,3
5144,71,51,3
5144,75,22,3
5148,5,14,3
5148,8,14,3
5148,9,101,3
5148,10,101,3
5148,12,101,3
5148,14,135,3
5148,16,101,3
5148,17,101,3
5148,18,107,3
5148,25,60,3
5148,29,14,3
5148,32,14,3
5148,33,107,3
5148,35,54,3
5148,41,101,3
5148,45,130,3
5148,49,34,3
5148,50,30,3
5148,52,107,3
5148,55,23,3
5148,56,54,3
5148,57,107,3
5148,59,73,3
5148,60,23,3
5148,66,58,3
5148,68,27,3
5148,75,21,3
5148,77,45,3
5148,78,23,3
5148,81,54,3
5148,86,19,3
5148,95,19,3
5149,11,51,3
5149,12,136,3
5149,21,85,3
5149,28,58,3
5149,30,49,3
5149,32,49,3
5149,36,51,3
5149,42,51,3
5149,45,85,3
5149,47,85,3
5149,55,25,3
5149,57,32,3
5149,58,24,3
5149,75,28,3
5149,76,25,3
5149,79,28,3
5150,9,7,3
5150,11,7,3
5150,23,23,3
5150,27,17,3
5150,34,7,3
5150,38,19,3
5150,49,17,3
5150,51,23,3
5150,53,32,3
5150,54,32,3
5150,56,32,3
5150,60,49,3
5150,70,17,3
5151,9,98,3
5151,13,98,3
5151,15,98,3
5151,22,98,3
5151,23,98,3
5151,30,38,3
5151,34,59,3
5151,41,98,3
5151,45,32,3
5151,47,34,3
5151,49,56,3
5151,51,98,3
5151,55,59,3
5151,61,59,3
5151,68,28,3
5151,70,89,3
5151,74,56,3
5151,80,28,3
5154,41,21,3
5154,51,23,3
5154,67,15,3
5155,0,17,3
5155,1,17,3
5155,5,11,3
5155,6,19,3
5155,11,11,3
5155,14,11,3
5155,15,55,3
5155,16,11,3
5155,19,11,3
5155,22,19,3
5155,24,41,3
5155,25,55,3
5155,26,41,3
5155,30,17,3
5155,31,17,3
5155,32,11,3
5155,45,19,3
5155,54,17,3
5155,56,55,3
5155,61,14,3
5155,62,55,3
5155,71,35,3
5157,25,52,3
5157,57,22,3
5157,59,52,3
5157,61,52,3
5158,6,113,3
5158,9,113,3
5158,11,113,3
5158,25,100,3
5158,38,227,3
5158,58,13,3
5158,70,20,3
5158,85,20,3
5159,7,25,3
5159,16,74,3
5159,27,25,3
5159,29,25,3
5159,33,53,3
5159,34,25,3
5159,46,27,3
5159,50,74,3
5159,66,17,3
5159,70,15,3
5159,76,15,3
5159,78,8,3
5159,80,8,3
5160,28,53,3
5160,64,53,3
5160,71,23,3
5160,72,23,3
5161,1,69,3
5161,3,69,3
5161,5,91,3
5161,6,76,3
5161,13,151,3
5161,16,151,3
5161,30,76,3
5161,31,91,3
5161,33,91,3
5161,36,151,3
5161,37,69,3
5161,38,209,3
5161,68,35,3
5161,69,35,3
5162,26,31,3
5162,52,49,3
5162,54,49,3
5162,60,18,3
5162,63,18,3
5162,66,49,3
5162,67,31,3
5162,68,37,3
5162,72,19,3
5162,75,13,3
5163,27,25,3
5163,28,25,3
5163,33,53,3
5163,59,48,3
5163,61,48,3
5163,63,24,3
5163,64,24,3
5163,65,26,3
5163,80,18,3
5163,87,18,3
5163,89,18,3
5164,12,72,3
5164,20,123,3
5164,24,31,3
5164,25,72,3
5164,26,67,3
5164,27,54,3
5164,29,54,3
5164,30,129,3
5164,43,247,3
5164,47,53,3
5164,50,72,3
5164,54,53,3
5164,60,72,3
5164,75,10,3
5164,77,10,3
5165,25,43,3
5165,26,99,3
5165,27,99,3
5165,28,43,3
5165,30,99,3
5165,33,131,3
5165,37,32,3
5165,39,39,3
5165,58,67,3
5166,8,58,3
5166,11,58,3
5166,24,46,3
5166,25,102,3
5166,26,43,3
5166,27,103,3
5166,28,51,3
5166,29,51,3
5166,31,97,3
5166,36,116,3
5166,55,100,3
5166,58,57,3
5166,61,6,3
5166,68,45,3
5166,70,45,3
5166,71,6,3
5166,73,18,3
5166,75,6,3
5166,78,6,3
5166,81,6,3
5167,28,52,3
5167,32,33,3
5167,33,33,3
5167,40,45,3
5167,64,47,3
5167,66,26,3
5167,79,18,3
5167,83,8,3
5167,90,8,3
5168,26,53,3
5168,30,47,3
5168,46,41,3
5168,57,48,3
5168,65,21,3
5168,75,21,3
5168,88,15,3
5170,18,70,3
5170,21,70,3
5170,22,111,3
5170,23,70,3
5170,24,111,3
5170,40,52,3
5170,41,52,3
5170,50,70,3
5170,51,111,3
5170,53,111,3
5170,57,70,3
5170,60,17,3
5170,74,17,3
5171,27,34,3
5171,28,69,3
5171,32,34,3
5171,35,29,3
5171,38,46,3
5171,59,24,3
5171,63,19,3
5171,67,17,3
5171,69,19,3
5171,70,20,3
5171,73,20,3
5172,33,32,3
5172,38,62,3
5172,41,30,3
5172,55,58,3
5172,63,42,3
5172,65,27,3
5172,70,27,3
5173,33,68,3
5173,40,68,3
5173,41,48,3
5174,17,79,3
5174,23,121,3
5174,24,201,3
5174,26,24,3
5174,46,79,3
5174,74,14,3
5175,14,26,3
5175,17,32,3
5175,18,26,3
5175,22,32,3
5175,26,32,3
5175,30,23,3
5175,33,32,3
5175,50,26,3
5175,58,15,3
5175,63,15,3
5175,70,42,3
5175,77,52,3
5176,7,58,3
5176,12,79,3
5176,16,79,3
5176,17,79,3
5176,19,79,3
5176,24,97,3
5176,31,97,3
5176,32,23,3
5176,40,58,3
5176,44,137,3
5176,50,120,3
5176,51,58,3
5176,54,97,3
5176,56,97,3
5176,61,39,3
5176,63,43,3
5176,70,17,3
5176,72,12,3
5176,78,12,3
5177,14,26,3
5177,16,28,3
5177,17,26,3
5177,44,26,3
5177,45,26,3
5177,52,28,3
5177,62,14,3
5177,65,14,3
5177,69,14,3
5177,73,14,3
5177,74,29,3
5178,62,23,3
5178,64,17,3
5178,66,40,3
5178,69,15,3
5178,70,17,3
5178,71,17,3
5178,72,15,3
5178,76,15,3
5178,78,15,3
5178,85,23,3
5179,3,47,3
5179,4,106,3
5179,7,106,3
5179,27,33,3
5179,28,24,3
5179,31,33,3
5179,32,52,3
5179,33,19,3
5179,34,211,3
5179,36,19,3
5179,41,19,3
5179,42,124,3
5179,43,33,3
5179,45,40,3
5179,46,47,3
5179,49,40,3
5179,62,19,3
5179,63,47,3
5179,66,20,3
5179,67,36,3
5179,69,19,3
5179,76,16,3
5179,81,15,3
5179,84,30,3
5180,25,89,3
5180,26,42,3
5180,41,28,3
5180,42,22,3
5180,60,22,3
5180,72,42,3
5180,75,28,3
5181,0,107,3
5181,3,107,3
5181,20,98,3
5181,23,98,3
5181,33,107,3
5181,36,107,3
5181,46,30,3
5181,49,98,3
5181,50,71,3
5181,54,98,3
5181,55,64,3
5181,65,14,3
5181,76,18,3
5181,82,46,3
5182,10,30,3
5182,15,47,3
5182,17,47,3
5182,27,26,3
5182,37,123,3
5182,42,30,3
5182,44,30,3
5182,56,18,3
5182,57,26,3
5182,67,20,3
5182,70,60,3
5182,74,20,3
5183,29,52,3
5183,39,17,3
5183,65,17,3
5183,66,16,3
5183,67,14,3
5183,68,14,3
5183,75,16,3
5184,42,57,3
5184,45,30,3
5184,64,49,3
5184,65,30,3
5186,26,57,3
5186,28,90,3
5186,46,8,3
5186,47,8,3
5186,50,64,3
5186,54,57,3
5187,38,25,3
5187,39,25,3
5187,48,33,3
5187,49,33,3
5187,62,35,3
5187,69,23,3
5187,82,54,3
5188,1,33,3
5188,2,33,3
5188,10,33,3
5188,11,33,3
5188,32,55,3
5188,35,55,3
5188,38,66,3
5188,58,55,3
5188,61,42,3
5188,73,55,3
5188,86,14,3
5191,22,17,3
5191,24,17,3
5191,25,24,3
5191,62,24,3
5191,65,15,3
5191,74,15,3
5191,80,15,3
5191,83,27,3
5191,85,15,3
5192,25,16,3
5192,29,12,3
5192,31,12,3
5192,41,28,3
5192,49,26,3
5192,54,40,3
5192,63,46,3
5192,70,26,3
5192,77,15,3
5192,84,15,3
5194,1,43,3
5194,3,43,3
5194,9,43,3
5194,10,34,3
5194,13,43,3
5194,15,43,3
5194,21,70,3
5194,29,70,3
5194,36,43,3
5194,37,43,3
5194,43,34,3
5194,47,34,3
5194,50,70,3
5194,53,30,3
5194,55,70,3
5195,44,20,3
5195,49,35,3
5195,57,49,3
5195,65,35,3
5196,20,45,3
5196,21,225,3
5196,24,126,3
5196,25,74,3
5196,63,14,3
5196,69,20,3
5197,62,34,3
5197,65,15,3
5197,69,34,3
5198,25,34,3
5198,27,34,3
5198,29,34,3
5198,60,34,3
5198,61,34,3
5199,13,95,3
5199,17,95,3
5199,21,89,3
5199,24,89,3
5199,26,89,3
5199,30,89,3
5199,42,95,3
5199,55,11,3
5199,57,46,3
5200,22,18,3
5200,31,18,3
5200,53,61,3
5200,56,51,3
5200,61,26,3
5200,64,37,3
5200,78,103,3
5202,32,30,3
5202,34,36,3
5202,36,18,3
5202,37,30,3
5202,60,36,3
5202,61,37,3
5202,63,19,3
5202,67,51,3
5202,69,36,3
5202,77,12,3
5202,89,12,3
5202,95,33,3
5203,10,21,3
5203,11,29,3
5203,13,21,3
5203,14,63,3
5203,17,76,3
5203,18,13,3
5203,37,34,3
5203,44,21,3
5203,46,29,3
5203,47,42,3
5203,50,23,3
5203,51,23,3
5203,58,17,3
5203,59,17,3
5203,62,34,3
5203,67,28,3
5203,68,15,3
5204,18,10,3
5204,34,21,3
5204,52,10,3
5204,56,10,3
5205,17,81,3
5205,30,101,3
5205,43,14,3
5205,57,81,3
5205,58,19,3
5205,60,43,3
5205,63,81,3
5205,72,14,3
5205,73,30,3
5205,75,30,3
5205,76,52,3
5205,90,27,3
5206,7,76,3
5206,10,76,3
5206,34,76,3
5206,62,76,3
5206,66,76,3
5207,7,35,3
5207,10,35,3
5207,11,35,3
5207,42,35,3
5207,47,21,3
5207,49,35,3
5207,50,35,3
5207,56,34,3
5207,57,40,3
5207,64,20,3
5207,66,34,3
5207,67,17,3
5207,68,20,3
5207,71,32,3
5207,73,17,3
5207,75,21,3
5207,77,21,3
5208,4,56,3
5208,15,44,3
5208,17,169,3
5208,25,101,3
5208,26,57,3
5208,28,106,3
5208,33,165,3
5208,34,80,3
5208,35,27,3
5208,36,44,3
5208,37,99,3
5208,40,106,3
5208,41,24,3
5208,45,84,3
5208,50,27,3
5208,51,84,3
5208,57,106,3
5208,60,38,3
5208,62,64,3
5208,70,19,3
5208,71,59,3
5208,82,19,3
5212,51,17,3
5212,52,37,3
5212,57,37,3
5212,62,12,3
5212,65,19,3
5212,72,19,3
5212,74,38,3
5212,81,13,3
5216,1,27,3
5216,4,27,3
5216,6,52,3
5216,11,52,3
5216,13,36,3
5216,14,52,3
5216,15,52,3
5216,16,87,3
5216,20,52,3
5216,31,108,3
5216,32,27,3
5216,40,15,3
5216,42,36,3
5216,48,87,3
5216,51,24,3
5216,52,52,3
5216,55,19,3
5216,56,19,3
5216,58,24,3
5216,59,19,3
5216,63,14,3
5216,64,100,3
5216,66,14,3
5216,67,19,3
5216,68,15,3
5216,70,30,3
5216,71,15,3
5216,72,30,3
5216,76,12,3
5216,85,12,3
5216,91,9,3
5219,46,18,3
5219,50,18,3
5219,61,15,3
5219,62,19,3
5219,66,15,3
5219,68,15,3
5219,69,44,3
5219,70,20,3
5219,71,15,3
5219,72,13,3
5219,73,44,3
5219,74,13,3
5219,76,38,3
5219,82,12,3
5223,1,17,3
5223,38,17,3
5223,55,12,3
5223,62,31,3
5223,65,14,3
5223,68,17,3
5223,71,9,3
5223,76,8,3
5224,61,34,3
5224,65,15,3
5224,68,20,3
5224,73,15,3
5224,74,15,3
5224,78,19,3
5225,41,45,3
5225,80,12,3
5225,81,12,3
5226,14,36,3
5226,16,36,3
5226,23,127,3
5226,42,36,3
5226,47,36,3
5226,61,12,3
5226,63,12,3
5226,73,8,3
5226,76,8,3
5226,78,8,3
5227,1,22,3
5227,25,44,3
5229,32,138,3
5229,57,13,3
5229,61,28,3
5229,65,14,3
5229,66,48,3
5229,67,14,3
5229,79,25,3
5230,16,52,3
5230,23,60,3
5230,29,60,3
5230,50,52,3
5230,53,112,3
5230,71,60,3
5230,78,27,3
5230,82,11,3
5230,84,11,3
5231,29,26,3
5231,71,17,3
5231,77,40,3
5232,16,51,3
5232,17,79,3
5232,20,79,3
5232,22,50,3
5232,23,50,3
5232,25,34,3
5232,47,51,3
5232,48,23,3
5232,51,79,3
5232,54,20,3
5232,57,57,3
5232,60,20,3
5232,61,14,3
5232,62,74,3
5232,63,14,3
5232,64,12,3
5232,65,63,3
5232,86,11,3
5232,90,11,3
5233,17,71,3
5233,55,71,3
5233,66,14,3
5233,67,14,3
5233,68,14,3
5233,70,14,3
5234,73,29,3
5235,3,19,3
5235,6,19,3
5235,37,19,3
5235,40,19,3
5236,47,22,3
5236,61,23,3
5237,58,29,3
5237,60,24,3
5237,63,24,3
5237,66,30,3
5237,70,30,3
5237,72,22,3
5237,73,17,3
5237,74,11,3
5237,77,12,3
5237,78,12,3
5237,83,11,3
5238,48,16,3
5238,49,16,3
5238,54,33,3
5238,63,22,3
5238,71,11,3
5238,74,41,3
5238,75,50,3
5239,9,31,3
5239,15,9,3
5239,18,9,3
5239,40,40,3
5239,41,31,3
5239,42,31,3
5239,45,9,3
5239,62,35,3
5239,69,30,3
5239,86,35,3
5239,91,32,3
5239,92,32,3
5240,63,58,3
5240,70,58,3
5241,0,31,3
5241,1,63,3
5241,4,31,3
5241,6,54,3
5241,17,85,3
5241,20,54,3
5241,22,40,3
5241,25,40,3
5241,28,173,3
5241,29,31,3
5241,32,31,3
5241,34,63,3
5241,37,63,3
5241,42,85,3
5241,44,7,3
5241,47,94,3
5241,50,54,3
5241,51,85,3
5241,54,113,3
5241,56,40,3
5241,64,25,3
5241,66,48,3
5241,68,48,3
5241,71,25,3
5241,72,19,3
5241,73,7,3
5241,80,19,3
5242,65,20,3
5245,21,44,3
5245,51,44,3
5245,53,15,3
5245,55,15,3
5245,57,44,3
5246,69,19,3
5247,49,17,3
5247,71,19,3
5247,74,17,3
5248,18,25,3
5248,27,49,3
5248,53,91,3
5248,54,42,3
5248,57,49,3
5249,43,31,3
5249,47,31,3
5250,45,18,3
5250,52,18,3
5251,74,13,3
5251,78,13,3
5252,17,96,3
5252,23,96,3
5252,53,96,3
5252,56,96,3
5252,67,36,3
5252,69,36,3
5252,78,27,3
5252,90,26,3
5001,9,58,4
5001,31,58,4
5001,33,58,4
5002,53,27,4
5002,58,15,4
5002,60,27,4
5003,49,27,4
5003,56,20,4
5003,65,20,4
5003,66,20,4
5003,69,20,4
5004,63,40,4
5004,64,78,4
5004,70,39,4
5005,10,51,4
5005,14,103,4
5005,19,45,4
5005,31,62,4
5005,32,54,4
5005,35,35,4
5005,38,35,4
5005,39,119,4
5005,44,45,4
5005,45,51,4
5005,48,27,4
5005,49,18,4
5005,53,45,4
5005,78,18,4
5007,45,32,4
5008,39,19,4
5008,64,19,4
5008,72,19,4
5009,7,46,4
5009,12,52,4
5009,21,121,4
5009,36,52,4
5009,37,52,4
5009,42,46,4
5009,45,46,4
5009,47,17,4
5009,55,121,4
5009,62,46,4
5009,67,46,4
5009,70,31,4
5009,81,31,4
5012,57,17,4
5012,72,17,4
5016,61,40,4
5016,62,40,4
5020,1,114,4
5020,10,19,4
5020,33,57,4
5020,34,57,4
5020,42,19,4
5020,43,19,4
5020,64,17,4
5020,68,17,4
5026,56,21,4
5026,59,21,4
5030,6,48,4
5030,8,153,4
5030,14,56,4
5030,19,56,4
5030,20,56,4
5030,37,97,4
5030,47,56,4
5030,56,56,4
5032,5,22,4
5032,17,81,4
5032,20,81,4
5032,21,36,4
5032,44,56,4
5032,46,81,4
5032,47,81,4
5032,49,22,4
5032,51,36,4
5032,56,36,4
5032,61,7,4
5032,64,40,4
5036,12,6,4
5036,16,6,4
5036,38,6,4
5038,58,17,4
5038,59,17,4
5039,75,7,4
5039,86,7,4
5041,2,82,4
5041,5,24,4
5041,8,18,4
5041,11,18,4
5041,12,18,4
5041,15,95,4
5041,21,16,4
5041,26,16,4
5041,28,72,4
5041,29,67,4
5041,32,7,4
5041,36,93,4
5041,37,119,4
5041,38,65,4
5041,39,14,4
5041,41,44,4
5041,46,7,4
5041,48,18,4
5041,54,16,4
5041,55,44,4
5041,58,30,4
5041,59,36,4
5041,60,15,4
5041,61,16,4
5041,63,95,4
5041,66,23,4
5041,68,33,4
5041,69,7,4
5041,70,23,4
5041,94,31,4
5044,2,83,4
5044,4,83,4
5044,7,71,4
5044,12,71,4
5044,18,45,4
5044,20,45,4
5044,21,50,4
5044,24,95,4
5044,32,166,4
5044,37,71,4
5044,39,71,4
5044,46,45,4
5044,48,45,4
5044,52,7,4
5044,54,45,4
5044,56,100,4
5044,57,7,4
5044,61,45,4
5044,65,71,4
5044,68,18,4
5044,69,18,4
5044,70,71,4
5045,1,92,4
5045,2,92,4
5045,6,42,4
5045,9,25,4
5045,32,92,4
5045,34,92,4
5045,36,42,4
5045,39,42,4
5045,47,16,4
5045,49,51,4
5045,56,30,4
5045,57,30,4
5045,65,20,4
5045,67,20,4
5046,1,38,4
5046,5,30,4
5046,6,57,4
5046,9,38,4
5046,11,30,4
5046,14,33,4
5046,15,74,4
5046,17,33,4
5046,19,69,4
5046,20,33,4
5046,21,37,4
5046,22,73,4
5046,23,44,4
5046,25,44,4
5046,33,55,4
5046,36,30,4
5046,37,19,4
5046,40,38,4
5046,42,68,4
5046,44,55,4
5046,47,33,4
5046,49,75,4
5046,50,75,4
5046,52,54,4
5046,53,41,4
5046,54,76,4
5046,55,33,4
5046,58,22,4
5046,61,46,4
5046,62,22,4
5046,63,17,4
5046,65,19,4
5046,71,17,4
5046,93,22,4
5047,62,29,4
5047,67,17,4
5047,68,29,4
5047,70,22,4
5047,71,33,4
5047,72,17,4
5047,74,66,4
5047,76,29,4
5047,77,33,4
5049,15,131,4
5049,47,261,4
5050,1,92,4
5050,4,92,4
5050,8,92,4
5050,9,31,4
5050,10,92,4
5050,12,37,4
5050,13,38,4
5050,14,92,4
5050,15,31,4
5050,16,69,4
5050,17,31,4
5050,21,72,4
5050,28,27,4
5050,30,27,4
5050,35,92,4
5050,40,38,4
5050,41,124,4
5050,42,38,4
5050,43,37,4
5050,44,37,4
5050,49,69,4
5050,50,65,4
5050,51,34,4
5050,53,31,4
5050,54,38,4
5050,58,23,4
5050,61,23,4
5050,62,42,4
5050,63,23,4
5050,64,23,4
5050,70,9,4
5050,75,9,4
5050,78,31,4
5051,5,34,4
5051,13,57,4
5051,24,57,4
5051,28,41,4
5051,29,41,4
5051,32,34,4
5051,34,34,4
5051,52,57,4
5051,54,57,4
5051,69,26,4
5051,71,26,4
5051,74,51,4
5052,17,22,4
5052,18,22,4
5052,25,23,4
5052,29,23,4
5052,33,23,4
5052,49,44,4
5052,60,22,4
5052,62,22,4
5052,65,23,4
5052,70,23,4
5052,72,15,4
5052,74,15,4
5052,84,23,4
5053,0,48,4
5053,3,37,4
5053,7,48,4
5053,9,37,4
5053,12,48,4
5053,19,32,4
5053,22,9,4
5053,26,31,4
5053,27,31,4
5053,28,13,4
5053,33,46,4
5053,36,11,4
5053,37,11,4
5053,40,48,4
5053,44,37,4
5053,45,48,4
5053,52,21,4
5053,53,32,4
5053,57,16,4
5053,58,48,4
5053,60,37,4
5053,63,23,4
5053,65,23,4
5053,66,54,4
5053,67,23,4
5053,69,16,4
5053,71,16,4
5055,14,86,4
5055,17,43,4
5055,47,43,4
5055,49,43,4
5056,8,111,4
5056,16,47,4
5056,17,64,4
5056,20,64,4
5056,42,47,4
5056,43,47,4
5056,47,64,4
5056,48,64,4
5057,7,45,4
5057,8,39,4
5057,10,84,4
5057,17,54,4
5057,18,54,4
5057,31,92,4
5057,32,55,4
5057,37,94,4
5057,38,39,4
5057,44,45,4
5057,50,99,4
5057,58,31,4
5057,68,31,4
5057,70,13,4
5057,78,13,4
5057,80,31,4
5058,51,53,4
5058,54,25,4
5058,55,48,4
5058,67,16,4
5058,69,32,4
5058,75,21,4
5058,76,32,4
5058,78,21,4
5058,82,20,4
5058,91,20,4
5059,1,145,4
5059,4,145,4
5059,6,69,4
5059,8,35,4
5059,9,69,4
5059,11,69,4
5059,13,69,4
5059,16,35,4
5059,18,77,4
5059,20,35,4
5059,21,77,4
5059,26,29,4
5059,33,174,4
5059,35,145,4
5059,37,35,4
5059,40,42,4
5059,42,139,4
5059,54,57,4
5059,55,77,4
5059,59,28,4
5059,61,29,4
5059,62,28,4
5059,63,77,4
5059,64,31,4
5059,66,31,4
5059,70,42,4
5059,81,19,4
5059,82,19,4
5059,83,19,4
5059,87,77,4
5059,88,19,4
5060,22,52,4
5060,25,52,4
5060,53,26,4
5060,54,26,4
5060,55,26,4
5060,60,29,4
5060,61,29,4
5060,68,26,4
5060,70,26,4
5061,4,24,4
5061,6,24,4
5061,8,89,4
5061,10,37,4
5061,11,75,4
5061,13,112,4
5061,14,50,4
5061,15,81,4
5061,17,37,4
5061,37,50,4
5061,39,50,4
5061,40,48,4
5061,42,55,4
5061,43,45,4
5061,44,31,4
5061,45,24,4
5061,46,45,4
5061,49,37,4
5061,52,13,4
5061,53,22,4
5061,55,22,4
5061,56,37,4
5061,78,13,4
5061,82,13,4
5063,2,77,4
5063,6,77,4
5063,8,34,4
5063,9,34,4
5063,10,34,4
5063,21,39,4
5063,25,39,4
5063,27,37,4
5063,32,77,4
5063,35,77,4
5063,36,34,4
5063,60,39,4
5063,61,39,4
5063,62,58,4
5063,63,58,4
5063,64,37,4
5063,66,39,4
5063,67,10,4
5063,68,37,4
5063,82,10,4
5063,93,7,4
5065,17,73,4
5065,54,73,4
5065,60,25,4
5065,63,22,4
5065,64,22,4
5065,68,25,4
5065,71,24,4
5065,73,17,4
5065,74,24,4
5065,76,17,4
5066,7,23,4
5066,9,23,4
5066,12,27,4
5066,15,89,4
5066,17,115,4
5066,21,98,4
5066,23,37,4
5066,33,26,4
5066,42,23,4
5066,43,53,4
5066,44,129,4
5066,46,27,4
5066,48,62,4
5066,49,140,4
5066,50,25,4
5066,58,37,4
5066,65,54,4
5066,70,17,4
5066,79,19,4
5067,14,53,4
5067,19,53,4
5067,21,53,4
5067,23,125,4
5067,24,53,4
5067,26,62,4
5067,29,48,4
5067,50,62,4
5067,52,53,4
5067,55,79,4
5067,59,67,4
5067,61,19,4
5067,67,40,4
5067,68,20,4
5067,72,20,4
5067,74,40,4
5067,87,17,4
5068,1,46,4
5068,2,66,4
5068,3,99,4
5068,5,66,4
5068,6,53,4
5068,7,66,4
5068,20,38,4
5068,22,38,4
5068,27,35,4
5068,31,46,4
5068,32,112,4
5068,34,66,4
5068,40,53,4
5068,41,53,4
5068,54,43,4
5068,55,77,4
5068,58,43,4
5068,62,73,4
5068,63,73,4
5068,69,29,4
5068,71,29,4
5069,17,39,4
5069,19,39,4
5069,24,50,4
5069,28,50,4
5069,30,50,4
5069,31,55,4
5069,43,23,4
5069,45,39,4
5069,49,39,4
5069,56,25,4
5069,57,55,4
5069,58,80,4
5069,62,50,4
5069,76,18,4
5069,77,18,4
5069,82,50,4
5071,18,52,4
5071,20,32,4
5071,44,21,4
5071,49,19,4
5071,52,41,4
5071,54,21,4
5071,58,64,4
5071,69,14,4
5071,70,14,4
5071,72,14,4
5071,73,14,4
5071,80,21,4
5071,83,21,4
5072,59,34,4
5072,65,19,4
5072,71,17,4
5072,72,17,4
5072,79,16,4
5072,87,16,4
5073,2,41,4
5073,4,169,4
5073,6,74,4
5073,7,168,4
5073,9,168,4
5073,11,73,4
5073,13,73,4
5073,15,96,4
5073,17,75,4
5073,22,75,4
5073,23,75,4
5073,32,16,4
5073,33,82,4
5073,38,146,4
5073,42,74,4
5073,43,169,4
5073,44,16,4
5073,45,75,4
5073,46,96,4
5073,58,75,4
5073,60,57,4
5073,62,56,4
5073,63,53,4
5073,65,57,4
5073,68,28,4
5073,69,28,4
5073,72,73,4
5073,74,73,4
5073,79,43,4
5074,2,41,4
5074,3,32,4
5074,4,32,4
5074,7,32,4
5074,9,32,4
5074,10,34,4
5074,15,40,4
5074,17,68,4
5074,18,41,4
5074,19,40,4
5074,30,32,4
5074,31,32,4
5074,33,32,4
5074,34,32,4
5074,37,34,4
5074,39,41,4
5074,40,41,4
5074,43,40,4
5074,45,42,4
5074,46,31,4
5074,48,40,4
5074,53,49,4
5074,54,49,4
5074,67,31,4
5074,83,34,4
5074,85,31,4
5074,87,31,4
5075,0,65,4
5075,2,65,4
5075,7,20,4
5075,9,20,4
5075,12,152,4
5075,14,20,4
5075,16,29,4
5075,17,78,4
5075,18,29,4
5075,19,26,4
5075,20,52,4
5075,23,115,4
5075,28,65,4
5075,31,65,4
5075,40,29,4
5075,43,20,4
5075,44,20,4
5075,45,51,4
5075,49,51,4
5075,50,107,4
5075,51,52,4
5075,53,63,4
5075,58,63,4
5075,62,26,4
5076,1,18,4
5076,7,85,4
5076,8,46,4
5076,10,46,4
5076,12,46,4
5076,22,63,4
5076,27,38,4
5076,32,46,4
5076,33,46,4
5076,34,18,4
5076,35,18,4
5076,37,85,4
5076,40,85,4
5076,47,38,4
5076,50,24,4
5076,53,38,4
5076,54,68,4
5076,57,26,4
5076,60,19,4
5076,62,42,4
5076,66,14,4
5076,67,14,4
5076,68,14,4
5076,70,14,4
5076,71,16,4
5076,75,16,4
5076,78,15,4
5077,18,19,4
5077,19,19,4
5077,49,19,4
5077,52,19,4
5078,57,37,4
5078,65,20,4
5078,67,20,4
5078,69,14,4
5078,79,14,4
5079,21,19,4
5079,29,19,4
5079,50,19,4
5079,52,19,4
5079,59,15,4
5079,60,35,4
5079,61,15,4
5079,65,23,4
5079,75,40,4
5079,81,40,4
5079,85,12,4
5079,86,12,4
5080,30,20,4
5080,49,20,4
5080,50,20,4
5080,53,11,4
5080,56,21,4
5080,59,21,4
5080,62,21,4
5080,64,21,4
5080,71,18,4
5080,72,18,4
5081,23,31,4
5081,47,17,4
5081,50,62,4
5081,70,34,4
5081,71,17,4
5081,83,11,4
5081,85,11,4
5082,3,28,4
5082,8,28,4
5082,18,28,4
5082,20,30,4
5082,21,64,4
5082,23,28,4
5082,27,34,4
5082,31,59,4
5082,34,37,4
5082,37,55,4
5082,41,51,4
5082,45,62,4
5082,46,30,4
5082,51,73,4
5082,53,64,4
5082,56,67,4
5082,59,64,4
5082,61,98,4
5082,64,32,4
5082,65,32,4
5082,66,22,4
5082,67,37,4
5082,68,22,4
5082,72,27,4
5082,74,51,4
5082,76,27,4
5084,1,59,4
5084,3,59,4
5084,6,19,4
5084,8,19,4
5084,15,33,4
5084,18,71,4
5084,20,33,4
5084,32,59,4
5084,35,59,4
5084,36,59,4
5084,39,59,4
5084,40,57,4
5084,43,19,4
5084,51,66,4
5084,53,92,4
5084,57,22,4
5084,60,71,4
5084,67,38,4
5084,68,56,4
5084,69,19,4
5084,72,20,4
5084,76,20,4
5086,1,104,4
5086,5,46,4
5086,6,48,4
5086,8,46,4
5086,9,35,4
5086,11,32,4
