gta06_hhld,age,population,income
5241,31,66,4
5241,35,56,4
5241,36,30,4
5241,39,29,4
5241,40,40,4
5241,42,85,4
5241,46,46,4
5241,52,30,4
5241,55,10,4
5241,56,30,4
5241,65,48,4
5241,66,30,4
5241,67,30,4
5241,70,23,4
5241,71,23,4
5241,72,48,4
5242,20,134,4
5242,26,134,4
5242,29,134,4
5242,50,134,4
5242,54,134,4
5242,82,134,4
5244,3,69,4
5244,8,39,4
5244,10,25,4
5244,12,25,4
5244,14,39,4
5244,36,69,4
5244,41,39,4
5244,42,119,4
5244,46,63,4
5244,53,39,4
5244,94,39,4
5244,96,39,4
5245,7,56,4
5245,11,56,4
5245,35,56,4
5245,40,56,4
5246,17,98,4
5246,25,53,4
5246,27,53,4
5246,48,98,4
5246,65,22,4
5246,73,9,4
5246,75,12,4
5246,78,22,4
5247,20,55,4
5247,22,30,4
5247,23,25,4
5247,24,30,4
5247,44,18,4
5247,53,25,4
5247,54,19,4
5247,55,30,4
5247,56,19,4
5247,61,21,4
5247,63,21,4
5247,70,16,4
5247,73,16,4
5247,74,18,4
5247,75,18,4
5247,76,11,4
5247,77,11,4
5247,87,11,4
5247,92,11,4
5248,1,16,4
5248,3,16,4
5248,4,51,4
5248,6,42,4
5248,8,25,4
5248,10,25,4
5248,12,25,4
5248,33,16,4
5248,38,42,4
5248,42,25,4
5248,54,24,4
5248,55,19,4
5248,56,19,4
5248,60,24,4
5248,62,19,4
5248,63,19,4
5248,67,15,4
5248,68,15,4
5248,83,22,4
5248,90,22,4
5249,4,12,4
5249,6,12,4
5249,27,66,4
5249,33,12,4
5249,37,12,4
5249,61,19,4
5249,63,85,4
5250,11,12,4
5250,17,36,4
5250,18,36,4
5250,40,12,4
5250,45,36,4
5250,68,12,4
5250,70,12,4
5252,9,28,4
5252,24,30,4
5252,47,28,4
5252,50,28,4
5252,58,30,4
5252,63,30,4
5252,64,20,4
5252,66,20,4
5252,76,34,4
5252,84,13,4
5252,86,13,4
5252,92,20,4
5001,17,49,5
5001,18,49,5
5001,48,49,5
5001,49,49,5
5002,0,82,5
5002,30,165,5
5003,48,13,5
5003,65,13,5
5004,27,69,5
5004,29,69,5
5004,36,66,5
5004,59,69,5
5005,5,22,5
5005,7,50,5
5005,9,50,5
5005,12,50,5
5005,25,54,5
5005,28,54,5
5005,29,162,5
5005,30,54,5
5005,33,72,5
5005,34,50,5
5005,35,22,5
5007,1,105,5
5007,5,105,5
5007,10,42,5
5007,12,42,5
5007,29,105,5
5007,32,105,5
5007,43,42,5
5007,44,42,5
5008,22,90,5
5008,53,90,5
5008,56,90,5
5009,1,140,5
5009,3,84,5
5009,4,118,5
5009,7,84,5
5009,8,44,5
5009,9,34,5
5009,14,44,5
5009,30,47,5
5009,32,47,5
5009,33,93,5
5009,34,260,5
5009,35,34,5
5009,38,34,5
5009,42,44,5
5009,45,44,5
5009,78,10,5
5009,81,10,5
5012,57,20,5
5012,66,20,5
5014,30,18,5
5014,56,37,5
5014,88,18,5
5014,92,18,5
5020,0,33,5
5020,2,18,5
5020,7,18,5
5020,10,18,5
5020,11,18,5
5020,14,18,5
5020,15,44,5
5020,19,44,5
5020,31,67,5
5020,33,18,5
5020,36,18,5
5020,43,44,5
5020,45,44,5
5020,48,18,5
5020,55,18,5
5020,65,44,5
5020,71,44,5
5030,3,43,5
5030,15,43,5
5030,17,43,5
5030,28,22,5
5030,42,43,5
5030,47,43,5
5030,62,22,5
5030,63,22,5
5032,0,94,5
5032,19,84,5
5032,20,50,5
5032,22,50,5
5032,26,94,5
5032,27,94,5
5032,47,9,5
5032,52,167,5
5032,53,50,5
5032,54,9,5
5032,56,69,5
5032,57,9,5
5032,59,9,5
5032,60,19,5
5033,11,70,5
5033,13,70,5
5033,41,70,5
5033,43,70,5
5036,11,108,5
5036,13,108,5
5036,15,108,5
5036,38,108,5
5036,41,108,5
5036,68,41,5
5036,75,41,5
5041,0,165,5
5041,2,27,5
5041,14,66,5
5041,30,165,5
5041,33,165,5
5041,34,27,5
5041,37,27,5
5041,46,66,5
5041,47,36,5
5041,49,16,5
5041,51,41,5
5041,56,16,5
5041,59,43,5
5044,1,50,5
5044,2,50,5
5044,4,25,5
5044,24,15,5
5044,29,50,5
5044,31,50,5
5044,34,25,5
5044,40,25,5
5044,52,15,5
5045,16,37,5
5045,20,41,5
5045,24,37,5
5045,25,41,5
5045,27,26,5
5045,52,26,5
5045,53,41,5
5045,54,37,5
5045,56,105,5
5045,64,65,5
5046,1,279,5
5046,2,139,5
5046,4,44,5
5046,8,44,5
5046,9,25,5
5046,13,33,5
5046,14,35,5
5046,15,25,5
5046,16,69,5
5046,17,31,5
5046,19,31,5
5046,23,25,5
5046,30,178,5
5046,33,71,5
5046,34,139,5
5046,36,44,5
5046,37,44,5
5046,42,25,5
5046,43,102,5
5046,45,31,5
5046,47,33,5
5046,50,60,5
5046,51,25,5
5046,53,61,5
5046,55,30,5
5046,57,27,5
5046,58,30,5
5046,62,27,5
5046,72,25,5
5046,81,25,5
5047,42,43,5
5047,56,17,5
5047,57,34,5
5047,58,34,5
5047,60,23,5
5047,61,17,5
5047,62,17,5
5047,67,17,5
5047,68,33,5
5047,70,44,5
5047,75,11,5
5047,78,7,5
5047,79,14,5
5047,81,43,5
5047,82,7,5
5047,84,7,5
5047,87,23,5
5050,1,112,5
5050,2,112,5
5050,13,39,5
5050,14,28,5
5050,16,39,5
5050,17,28,5
5050,27,27,5
5050,28,27,5
5050,29,223,5
5050,45,39,5
5050,47,39,5
5050,49,21,5
5050,51,28,5
5050,52,49,5
5051,13,48,5
5051,22,48,5
5051,28,47,5
5051,48,48,5
5051,51,48,5
5051,58,47,5
5051,66,47,5
5051,86,48,5
5051,93,48,5
5052,25,27,5
5052,44,27,5
5052,47,27,5
5052,59,43,5
5052,62,16,5
5052,67,16,5
5052,72,8,5
5052,78,8,5
5053,5,19,5
5053,6,19,5
5053,12,69,5
5053,18,69,5
5053,20,69,5
5053,32,37,5
5053,37,19,5
5053,40,19,5
5053,50,69,5
5053,55,69,5
5053,58,16,5
5053,59,16,5
5053,60,16,5
5053,62,16,5
5053,63,52,5
5053,64,16,5
5053,82,18,5
5054,11,28,5
5054,16,28,5
5054,42,28,5
5054,44,28,5
5056,12,58,5
5056,16,58,5
5056,23,55,5
5056,46,58,5
5056,54,55,5
5056,56,55,5
5056,61,34,5
5056,63,34,5
5056,67,34,5
5057,21,95,5
5057,26,44,5
5057,52,44,5
5057,53,44,5
5057,59,51,5
5057,85,51,5
5057,89,10,5
5058,8,15,5
5058,11,15,5
5058,12,36,5
5058,15,36,5
5058,26,147,5
5058,27,37,5
5058,40,50,5
5058,42,15,5
5058,46,88,5
5058,58,50,5
5058,62,50,5
5059,23,35,5
5059,25,32,5
5059,28,27,5
5059,29,59,5
5059,48,35,5
5059,55,32,5
5059,57,55,5
5059,59,32,5
5059,62,53,5
5059,63,53,5
5061,3,19,5
5061,9,19,5
5061,40,19,5
5061,47,19,5
5061,48,29,5
5061,49,34,5
5061,56,30,5
5061,63,30,5
5063,22,27,5
5063,26,27,5
5063,37,38,5
5063,54,38,5
5063,57,94,5
5063,58,27,5
5063,61,29,5
5065,0,75,5
5065,1,75,5
5065,9,28,5
5065,30,75,5
5065,31,75,5
5065,47,28,5
5065,51,28,5
5066,1,34,5
5066,4,60,5
5066,5,34,5
5066,6,34,5
5066,7,34,5
5066,8,34,5
5066,10,65,5
5066,11,49,5
5066,14,134,5
5066,15,109,5
5066,16,65,5
5066,17,129,5
5066,18,49,5
5066,19,65,5
5066,40,125,5
5066,42,173,5
5066,43,34,5
5066,44,34,5
5066,46,83,5
5066,49,139,5
5067,3,74,5
5067,6,102,5
5067,26,28,5
5067,37,74,5
5067,40,74,5
5067,48,28,5
5067,73,13,5
5068,15,52,5
5068,20,48,5
5068,21,95,5
5068,24,78,5
5068,25,95,5
5068,42,30,5
5068,45,52,5
5068,46,30,5
5068,48,52,5
5068,53,30,5
5068,54,30,5
5068,55,29,5
5068,61,34,5
5068,62,34,5
5068,68,21,5
5068,69,21,5
5068,95,21,5
5069,50,22,5
5069,55,25,5
5069,59,22,5
5069,63,25,5
5069,69,29,5
5069,76,29,5
5071,3,49,5
5071,25,49,5
5071,28,49,5
5071,29,16,5
5071,38,76,5
5071,57,16,5
5071,58,25,5
5071,59,16,5
5071,61,25,5
5071,71,14,5
5071,72,14,5
5072,45,10,5
5072,46,10,5
5073,0,40,5
5073,13,73,5
5073,15,106,5
5073,18,106,5
5073,24,73,5
5073,34,28,5
5073,39,40,5
5073,44,40,5
5073,45,134,5
5073,49,73,5
5073,51,179,5
5073,78,56,5
5074,7,89,5
5074,8,56,5
5074,9,89,5
5074,10,56,5
5074,12,56,5
5074,15,89,5
5074,17,89,5
5074,22,27,5
5074,26,27,5
5074,36,56,5
5074,41,20,5
5074,42,145,5
5074,44,89,5
5074,57,27,5
5074,59,27,5
5074,65,89,5
5074,66,20,5
5074,76,20,5
5075,6,30,5
5075,9,30,5
5075,14,30,5
5075,17,45,5
5075,22,30,5
5075,40,30,5
5075,41,30,5
5075,43,45,5
5075,46,45,5
5075,52,61,5
5075,74,30,5
5075,80,30,5
5076,7,35,5
5076,9,35,5
5076,13,28,5
5076,14,32,5
5076,15,28,5
5076,24,32,5
5076,43,35,5
5076,46,28,5
5076,48,32,5
5076,49,32,5
5076,51,28,5
5076,56,20,5
5076,57,20,5
5077,18,14,5
5077,46,14,5
5077,49,14,5
5078,45,19,5
5078,50,19,5
5078,53,19,5
5078,70,20,5
5078,71,20,5
5078,72,38,5
5078,74,14,5
5078,76,14,5
5078,81,16,5
5078,85,13,5
5079,7,15,5
5079,10,15,5
5079,33,143,5
5079,38,143,5
5079,45,15,5
5079,47,15,5
5081,17,8,5
5081,33,17,5
5081,36,17,5
5081,58,28,5
5081,60,28,5
5081,65,17,5
5081,75,8,5
5081,80,8,5
5082,20,33,5
5082,26,34,5
5082,32,27,5
5082,35,27,5
5082,38,33,5
5082,47,33,5
5082,59,67,5
5082,63,34,5
5082,68,34,5
5084,6,44,5
5084,8,21,5
5084,10,44,5
5084,12,33,5
5084,16,65,5
5084,17,83,5
5084,19,80,5
5084,21,48,5
5084,22,41,5
5084,23,35,5
5084,25,41,5
5084,34,16,5
5084,36,44,5
5084,45,87,5
5084,49,33,5
5084,50,33,5
5084,52,83,5
5084,55,48,5
5084,56,32,5
5084,57,35,5
5084,59,32,5
5084,74,20,5
5084,75,20,5
5086,15,11,5
5086,25,12,5
5086,51,11,5
5086,61,23,5
5086,62,19,5
5086,67,19,5
5087,21,56,5
5087,55,56,5
5087,61,56,5
5089,1,33,5
5089,20,66,5
5089,22,66,5
5089,25,66,5
5089,35,65,5
5089,47,66,5
5089,49,66,5
5089,55,34,5
5089,56,34,5
5089,61,34,5
5089,62,34,5
5090,28,27,5
5090,53,28,5
5090,55,28,5
5090,59,54,5
5090,60,41,5
5090,63,41,5
5092,28,33,5
5092,30,33,5
5092,48,88,5
5093,0,19,5
5093,3,8,5
5093,4,19,5
5093,6,19,5
5093,20,12,5
5093,22,8,5
5093,23,12,5
5093,36,19,5
5093,37,19,5
5093,47,8,5
5093,52,12,5
5093,53,12,5
5093,54,8,5
5094,10,98,5
5094,12,47,5
5094,38,47,5
5094,39,47,5
5094,41,51,5
5094,42,51,5
5095,27,39,5
5095,30,39,5
5095,47,38,5
5095,53,38,5
5096,1,57,5
5096,7,24,5
5096,10,43,5
5096,11,43,5
5096,16,43,5
5096,20,43,5
5096,30,73,5
5096,33,130,5
5096,37,57,5
5096,40,24,5
5096,44,43,5
5096,45,43,5
5096,46,24,5
5096,52,51,5
5096,55,87,5
5096,57,36,5
5096,63,22,5
5098,12,97,5
5098,18,97,5
5098,20,159,5
5098,22,57,5
5098,24,62,5
5098,30,69,5
5098,31,69,5
5098,42,97,5
5098,44,29,5
5098,49,62,5
5098,50,97,5
5098,51,62,5
5098,52,29,5
5098,56,57,5
5098,57,57,5
5099,4,26,5
5099,7,26,5
5099,23,11,5
5099,27,26,5
5099,36,51,5
5099,49,11,5
5099,54,26,5
5099,57,26,5
5099,69,11,5
5099,93,11,5
5100,1,66,5
5100,2,47,5
5100,3,19,5
5100,17,18,5
5100,24,56,5
5100,26,17,5
5100,27,15,5
5100,28,18,5
5100,30,159,5
5100,31,114,5
5100,33,10,5
5100,34,38,5
5100,54,33,5
5100,57,15,5
5100,59,107,5
5100,61,50,5
5100,64,10,5
5100,73,10,5
5101,6,36,5
5101,9,36,5
5101,41,36,5
5101,43,36,5
5103,4,85,5
5103,7,85,5
5103,8,12,5
5103,10,12,5
5103,35,85,5
5103,44,12,5
5103,46,182,5
5104,3,56,5
5104,6,56,5
5104,9,56,5
5104,12,56,5
5104,38,111,5
5104,42,28,5
5104,48,28,5
5105,0,38,5
5105,30,38,5
5105,31,38,5
5105,40,18,5
5105,69,18,5
5105,70,18,5
5105,77,13,5
5105,78,13,5
5106,51,19,5
5106,78,10,5
5107,29,37,5
5109,14,46,5
5109,16,46,5
5109,28,28,5
5109,44,46,5
5109,45,46,5
5109,62,28,5
5109,63,28,5
5109,67,71,5
5109,70,24,5
5109,71,17,5
5109,75,17,5
5110,1,92,5
5110,23,54,5
5110,28,146,5
5110,30,55,5
5110,33,146,5
5110,36,92,5
5110,42,54,5
5110,43,54,5
5110,60,92,5
5110,61,92,5
5111,25,41,5
5111,47,41,5
5111,55,41,5
5111,56,21,5
5111,60,21,5
5113,12,109,5
5113,15,109,5
5113,17,109,5
5113,42,109,5
5113,51,109,5
5113,61,44,5
5113,62,44,5
5113,80,109,5
5115,1,71,5
5115,5,52,5
5115,7,52,5
5115,26,18,5
5115,27,21,5
5115,30,29,5
5115,31,52,5
5115,32,20,5
5115,36,52,5
5115,37,29,5
5115,38,20,5
5115,50,12,5
5115,55,12,5
5115,59,21,5
5115,61,18,5
5115,63,18,5
5115,80,26,5
5115,83,26,5
5117,60,21,5
5117,69,21,5
5118,19,31,5
5118,29,46,5
5118,51,78,5
5118,59,78,5
5120,1,57,5
5120,30,113,5
5120,33,44,5
5120,38,42,5
5120,50,23,5
5120,57,88,5
5120,62,42,5
5120,63,42,5
5120,93,23,5
5122,24,49,5
5122,25,49,5
5122,29,49,5
5122,34,29,5
5122,37,29,5
5122,38,33,5
5122,45,33,5
5122,55,49,5
5126,24,29,5
5126,56,29,5
5126,59,29,5
5127,15,80,5
5127,31,55,5
5127,33,85,5
5127,37,80,5
5127,38,55,5
5127,39,50,5
5127,44,80,5
5127,52,35,5
5129,16,31,5
5129,55,31,5
5129,57,31,5
5130,4,33,5
5130,9,33,5
5130,22,71,5
5130,36,66,5
5130,51,71,5
5130,53,47,5
5130,55,71,5
5130,56,47,5
5130,57,40,5
5130,68,40,5
5130,85,42,5
5131,28,38,5
5131,33,38,5
5131,62,24,5
5132,5,35,5
5132,8,33,5
5132,11,35,5
5132,14,30,5
5132,15,30,5
5132,31,30,5
5132,32,30,5
5132,34,57,5
5132,37,35,5
5132,42,35,5
5132,43,33,5
5132,45,48,5
5132,46,33,5
5132,50,48,5
5132,59,15,5
5132,64,84,5
5133,25,46,5
5133,26,78,5
5133,28,32,5
5133,50,10,5
5133,51,10,5
5133,55,46,5
5133,59,78,5
5133,61,32,5
5133,66,37,5
5135,0,21,5
5135,3,21,5
5135,30,32,5
5135,34,21,5
5135,35,53,5
5135,51,37,5
5135,58,37,5
5137,18,88,5
5137,21,88,5
5137,24,45,5
5137,25,45,5
5137,45,6,5
5137,48,88,5
5137,53,88,5
5137,59,33,5
5137,60,33,5
5137,63,45,5
5137,65,45,5
5137,70,14,5
5137,73,14,5
5137,74,6,5
5137,79,9,5
5137,82,9,5
5139,1,67,5
5139,2,25,5
5139,4,42,5
5139,5,42,5
5139,7,32,5
5139,8,22,5
5139,14,208,5
5139,18,110,5
5139,19,104,5
5139,20,110,5
5139,22,110,5
5139,24,26,5
5139,29,42,5
5139,30,25,5
5139,32,42,5
5139,34,32,5
5139,35,32,5
5139,39,25,5
5139,41,26,5
5139,45,22,5
5139,47,9,5
5139,48,136,5
5139,49,214,5
5139,50,9,5
5139,54,21,5
5139,55,104,5
5139,57,21,5
5139,72,18,5
5140,11,53,5
5140,14,99,5
5140,40,46,5
5140,44,27,5
5140,48,53,5
5140,49,63,5
5140,51,46,5
5140,55,10,5
5140,58,25,5
5140,63,48,5
5140,66,25,5
5140,76,27,5
5140,82,27,5
5141,2,53,5
5141,8,35,5
5141,16,98,5
5141,18,98,5
5141,20,33,5
5141,35,35,5
5141,36,35,5
5141,39,98,5
5141,40,53,5
5141,58,33,5
5141,59,15,5
5141,60,48,5
5143,22,47,5
5143,49,47,5
5143,52,47,5
5143,60,21,5
5143,62,21,5
5144,52,27,5
5144,55,27,5
5144,56,21,5
5144,58,21,5
5144,61,49,5
5144,65,25,5
5144,69,25,5
5148,18,87,5
5148,20,87,5
5148,27,51,5
5148,51,51,5
5148,52,24,5
5148,55,87,5
5148,57,87,5
5148,61,51,5
5149,47,43,5
5149,50,43,5
5150,4,77,5
5150,41,77,5
5150,50,77,5
5151,25,41,5
5151,28,106,5
5151,45,29,5
5151,46,36,5
5151,47,29,5
5151,51,129,5
5151,55,36,5
5154,1,57,5
5154,33,44,5
5154,37,25,5
5154,39,57,5
5154,45,31,5
5154,55,44,5
5154,60,44,5
5155,3,38,5
5155,7,38,5
5155,40,38,5
5155,41,38,5
5155,50,43,5
5155,53,43,5
5155,58,27,5
5155,59,9,5
5155,63,9,5
5157,13,83,5
5157,18,83,5
5157,27,32,5
5157,31,32,5
5157,43,83,5
5157,45,83,5
5158,19,55,5
5158,41,28,5
5158,45,21,5
5158,46,21,5
5158,48,28,5
5158,55,68,5
5158,67,20,5
5158,85,20,5
5159,30,75,5
5159,31,23,5
5159,32,34,5
5159,36,17,5
5161,20,97,5
5161,21,97,5
5161,27,97,5
5162,0,22,5
5162,2,22,5
5162,28,29,5
5162,30,22,5
5162,31,22,5
5162,53,29,5
5162,60,17,5
5163,28,57,5
5163,59,57,5
5163,61,57,5
5164,29,23,5
5164,31,125,5
5164,34,23,5
5164,36,41,5
5164,37,84,5
5164,42,84,5
5164,51,71,5
5164,54,19,5
5164,62,19,5
5165,33,40,5
5165,35,40,5
5166,15,42,5
5166,18,41,5
5166,25,108,5
5166,27,51,5
5166,40,42,5
5166,47,42,5
5166,48,41,5
5166,52,41,5
5166,61,8,5
5166,62,57,5
5166,63,57,5
5167,1,96,5
5167,3,96,5
5167,36,120,5
5167,39,96,5
5167,62,19,5
5167,64,19,5
5167,67,19,5
5167,72,19,5
5168,12,7,5
5168,20,72,5
5168,34,60,5
5168,36,37,5
5168,47,7,5
5168,52,72,5
5168,53,72,5
5170,5,46,5
5170,34,27,5
5170,35,27,5
5170,39,46,5
5170,41,46,5
5170,48,31,5
5170,49,31,5
5171,19,70,5
5171,29,23,5
5171,30,23,5
5171,48,141,5
5171,55,33,5
5171,62,33,5
5172,24,32,5
5172,25,56,5
5172,28,132,5
5172,32,56,5
5172,50,74,5
5172,54,32,5
5172,57,37,5
5172,59,37,5
5174,5,22,5
5174,15,47,5
5174,26,21,5
5174,28,21,5
5174,40,47,5
5174,43,47,5
5174,45,22,5
5174,47,22,5
5174,58,21,5
5175,11,51,5
5175,14,51,5
5175,19,10,5
5175,26,14,5
5175,47,51,5
5175,48,51,5
5175,58,14,5
5175,61,10,5
5176,29,20,5
5176,34,66,5
5176,35,20,5
5176,48,66,5
5176,51,66,5
5177,5,14,5
5177,8,14,5
5177,14,24,5
5177,16,28,5
5177,18,28,5
5177,22,24,5
5177,40,14,5
5177,43,14,5
5177,44,28,5
5177,51,28,5
5177,54,24,5
5177,59,24,5
5177,61,14,5
5177,71,14,5
5178,14,37,5
5178,17,37,5
5178,29,45,5
5178,32,56,5
5178,33,56,5
5178,38,20,5
5178,54,37,5
5178,60,90,5
5178,65,15,5
5178,80,15,5
5179,1,24,5
5179,24,58,5
5179,26,58,5
5179,31,24,5
5179,35,24,5
5179,57,47,5
5179,67,20,5
5179,68,20,5
5180,1,30,5
5180,16,32,5
5180,24,41,5
5180,26,89,5
5180,27,24,5
5180,29,63,5
5180,31,41,5
5180,32,54,5
5180,33,30,5
5180,41,17,5
5180,49,17,5
5180,54,32,5
5180,61,72,5
5180,64,41,5
5180,68,40,5
5181,5,23,5
5181,41,46,5
5186,2,127,5
5186,4,127,5
5186,6,127,5
5186,16,50,5
5186,17,39,5
5186,25,48,5
5186,27,255,5
5186,36,39,5
5186,39,39,5
5186,55,100,5
5187,23,37,5
5187,31,39,5
5187,32,39,5
5187,46,26,5
5187,55,26,5
5187,66,37,5
5191,1,59,5
5191,4,53,5
5191,6,53,5
5191,30,59,5
5191,31,59,5
5191,36,22,5
5191,45,53,5
5191,46,53,5
5191,52,22,5
5191,60,23,5
5191,62,23,5
5191,63,17,5
5191,66,17,5
5191,67,17,5
5191,68,17,5
5192,10,23,5
5192,18,23,5
5192,40,23,5
5192,42,23,5
5192,55,32,5
5192,58,32,5
5194,21,38,5
5194,26,23,5
5194,30,23,5
5194,38,38,5
5194,54,38,5
5194,56,16,5
5194,58,54,5
5194,59,38,5
5195,30,39,5
5195,32,80,5
5196,9,35,5
5196,14,35,5
5196,32,16,5
5196,34,16,5
5196,36,16,5
5196,46,35,5
5196,48,38,5
5196,49,35,5
5196,67,19,5
5196,71,19,5
5199,3,114,5
5199,36,114,5
5199,44,114,5
5200,53,29,5
5200,57,17,5
5200,59,17,5
5200,61,35,5
5200,66,36,5
5200,72,33,5
5200,74,33,5
5201,13,27,5
5201,45,27,5
5201,47,27,5
5202,10,63,5
5202,11,12,5
5202,13,31,5
5202,38,31,5
5202,45,31,5
5202,62,12,5
5202,72,16,5
5202,74,16,5
5203,0,21,5
5203,3,21,5
5203,14,22,5
5203,16,22,5
5203,30,22,5
5203,37,21,5
5203,43,21,5
5203,48,22,5
5203,54,22,5
5203,55,15,5
5203,58,40,5
5203,60,17,5
5203,62,22,5
5203,65,15,5
5203,92,22,5
5204,26,21,5
5204,49,21,5
5204,50,21,5
5204,63,17,5
5205,51,26,5
5205,54,50,5
5205,69,16,5
5205,70,16,5
5205,80,13,5
5205,87,13,5
5205,88,23,5
5206,1,18,5
5206,39,18,5
5206,42,18,5
5207,4,44,5
5207,24,31,5
5207,25,62,5
5207,27,43,5
5207,29,124,5
5207,42,44,5
5207,48,44,5
5207,54,31,5
5207,57,73,5
5207,59,31,5
5207,61,88,5
5207,64,43,5
5207,70,34,5
5208,2,50,5
5208,3,50,5
5208,7,50,5
5208,25,20,5
5208,27,20,5
5208,35,25,5
5208,37,150,5
5208,76,15,5
5208,77,15,5
5212,20,47,5
5212,21,32,5
5212,22,47,5
5212,51,47,5
5212,52,32,5
5212,58,32,5
5214,41,25,5
5214,74,25,5
5216,1,46,5
5216,2,46,5
5216,4,46,5
5216,7,22,5
5216,10,22,5
5216,17,83,5
5216,18,83,5
5216,21,83,5
5216,31,46,5
5216,32,46,5
5216,34,46,5
5216,38,22,5
5216,39,22,5
5216,43,83,5
5216,45,18,5
5216,51,83,5
5216,52,18,5
5216,61,46,5
5216,67,46,5
5219,3,30,5
5219,9,30,5
5219,10,57,5
5219,12,57,5
5219,14,57,5
5219,33,30,5
5219,37,32,5
5219,38,32,5
5219,40,30,5
5219,42,57,5
5219,46,57,5
5219,50,35,5
5219,57,15,5
5219,60,20,5
5219,66,20,5
5219,68,15,5
5219,72,13,5
5219,75,13,5
5219,76,25,5
5223,5,37,5
5223,9,37,5
5223,11,37,5
5223,29,34,5
5223,31,34,5
5223,39,37,5
5223,40,37,5
5223,55,16,5
5223,57,16,5
5223,61,12,5
5223,63,12,5
5223,65,9,5
5223,69,9,5
5223,78,16,5
5223,79,16,5
5224,57,19,5
5224,60,19,5
5224,67,15,5
5224,70,15,5
5225,9,32,5
5225,17,32,5
5225,38,32,5
5225,41,32,5
5226,5,25,5
5226,8,25,5
5226,16,49,5
5226,21,49,5
5226,41,50,5
5226,47,49,5
5226,53,49,5
5226,67,12,5
5226,70,37,5
5227,59,12,5
5227,61,12,5
5227,63,9,5
5227,76,9,5
5229,3,150,5
5229,4,11,5
5229,14,26,5
5229,16,26,5
5229,37,75,5
5229,38,75,5
5229,39,75,5
5229,40,75,5
5229,41,11,5
5229,42,11,5
5229,44,26,5
5229,46,26,5
5230,6,30,5
5230,7,30,5
5230,10,32,5
5230,12,61,5
5230,15,29,5
5230,16,53,5
5230,20,60,5
5230,21,53,5
5230,22,60,5
5230,28,18,5
5230,30,80,5
5230,31,18,5
5230,38,30,5
5230,39,62,5
5230,40,82,5
5230,41,32,5
5230,45,29,5
5230,52,60,5
5230,54,53,5
5230,60,60,5
5230,67,11,5
5231,1,19,5
5231,5,19,5
5231,36,19,5
5231,38,19,5
5231,43,25,5
5232,1,25,5
5232,2,21,5
5232,3,24,5
5232,4,91,5
5232,5,44,5
5232,7,91,5
5232,10,32,5
5232,12,32,5
5232,14,32,5
5232,19,29,5
5232,20,30,5
5232,24,80,5
5232,26,159,5
5232,27,80,5
5232,30,33,5
5232,31,58,5
5232,32,25,5
5232,34,50,5
5232,35,21,5
5232,36,111,5
5232,38,114,5
5232,40,24,5
5232,42,32,5
5232,44,13,5
5232,46,32,5
5232,49,24,5
5232,52,108,5
5232,53,92,5
5232,54,29,5
5232,55,30,5
5232,56,14,5
5232,60,14,5
5232,61,44,5
5232,62,14,5
5232,69,33,5
5233,11,20,5
5233,14,20,5
5233,17,36,5
5233,21,24,5
5233,42,20,5
5233,44,20,5
5233,55,36,5
5233,57,24,5
5233,58,24,5
5233,60,36,5
5233,65,19,5
5233,69,16,5
5233,78,16,5
5234,0,65,5
5234,2,65,5
5234,8,17,5
5234,9,17,5
5234,21,19,5
5234,36,65,5
5234,37,65,5
5234,44,34,5
5234,53,19,5
5234,56,19,5
5234,63,13,5
5234,68,13,5
5235,3,29,5
5235,5,29,5
5235,6,33,5
5235,34,29,5
5235,35,29,5
5235,41,29,5
5235,45,29,5
5235,46,33,5
5235,48,33,5
5235,55,29,5
5235,56,11,5
5235,65,29,5
5235,67,29,5
5236,13,100,5
5236,18,100,5
5236,46,100,5
5236,79,100,5
5237,12,101,5
5237,17,46,5
5237,22,46,5
5237,24,46,5
5237,28,13,5
5237,35,48,5
5237,47,101,5
5237,53,46,5
5237,55,46,5
5237,56,21,5
5237,59,32,5
5237,60,53,5
5237,63,13,5
5237,64,27,5
5237,67,15,5
5237,71,29,5
5238,1,33,5
5238,2,45,5
5238,28,24,5
5238,30,28,5
5238,32,33,5
5238,34,28,5
5238,38,33,5
5238,54,24,5
5239,1,130,5
5239,10,196,5
5239,15,66,5
5239,17,130,5
5239,34,68,5
5239,35,68,5
5239,37,130,5
5239,44,66,5
5239,50,66,5
5239,74,130,5
5240,52,26,5
5240,55,26,5
5241,21,37,5
5241,29,87,5
5241,36,55,5
5241,54,39,5
5241,56,37,5
5241,57,58,5
5241,60,58,5
5241,61,47,5
5241,62,55,5
5241,63,47,5
5244,32,63,5
5244,33,63,5
5244,38,120,5
5245,1,36,5
5245,3,36,5
5245,28,63,5
5245,29,63,5
5245,35,36,5
5245,38,36,5
5246,15,116,5
5246,18,116,5
5246,25,116,5
5246,58,232,5
5247,62,27,5
5248,22,18,5
5248,25,30,5
5248,52,18,5
5248,54,18,5
5248,61,30,5
5248,65,30,5
5249,23,26,5
5249,51,26,5
5249,54,26,5
5250,15,20,5
5250,41,20,5
5250,47,20,5
5251,57,19,5
5251,60,19,5
5252,64,23,5
5252,65,23,5
5002,9,38,6
5002,11,37,6
5002,12,38,6
5002,16,37,6
5002,44,38,6
5002,46,74,6
5002,47,38,6
5002,63,35,6
5004,24,74,6
5004,53,74,6
5004,61,74,6
5005,0,113,6
5005,1,69,6
5005,2,113,6
